org_key,raw_org_name,source_file,wave_date,theme,question,answer,canonical_org_id,org_name
puresourceafrica,PureSource Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"- B2B Sales with Corporates: While we have strong traction in direct-to-consumer sales, we lack experience in building corporate partnerships and structuring institutional offers. We see major opportunities in bundled kits, employee wellness programs, and ESG initiatives, but need support to design and scale these B2B sales models. - Building partnerships with governments: PureSource Africa has local credibility and proven impact in Brazil, but navigating public sector processes and securing large-scale government partnerships is complex. We need guidance and connections to integrate our solutions into public health and education programs. - Market entry & expansion: After 10 years consolidating our impact in Brazil, we are ready to expand into new regions and markets. However, we need strategic support to identify the right entry points, adapt to regulatory environments, and scale sustainably beyond our home market.",org_033,PureSource Africa
hopewellinitiative,HopeWell Initiative,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Our biggest challenge is figuring out how to roll out new products and businesses so they find product market fit and are able to add not just to our revenue, but also our impact bottom line. We are also seeking patient investors who can support us with the capital we need to scale and grow.",org_034,HopeWell Initiative
ecosproutenterprises,EcoSprout Enterprises,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Kenya is linguistically diverse, with each county requiring local solutions tailored to its communities. To integrate these languages into our AI healthcare model, we need strong support in data collection, processing, and collaboration with both local and international tech experts. B2B sales and government partnerships are critical, as scaling healthcare and WASH services requires credibility, trust, and alignment with public health priorities. Fundraising and investment readiness are equally important to sustain growth and expand infrastructure. Impact measurement and reporting are also key; we must capture health outcomes and language-accessibility data to validate our approach and demonstrate tangible results. Finally, market entry and expansion into Kenya involves navigating unique socio-cultural and infrastructural contexts. With structured support, we can localize solutions effectively, reach millions more, and deliver measurable health and hygiene outcomes at scale.",org_035,EcoSprout Enterprises
rootedgoodenterprises,RootedGood Enterprises,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Our biggest challenges sit at the intersection of scale, sustainability, and market positioning. We need support with B2B sales and corporate partnerships to deepen relationships with HMOs, telehealth providers, and large employers who can drive volume and recurring demand. Government engagement is also critical as we expand into public sector health programs and require the right access, approvals, and partnerships to reach underserved populations. As we scale across Nigeria and into other West African markets, market entry support and guidance on regulatory environments, localization, and distribution are vital. Finally, technology and AI are core to our growth, from demand forecasting to personalization, last-mile logistics, and data-driven care delivery. We need strategic guidance and technical advisory to fully optimize and scale these solutions.",org_036,RootedGood Enterprises
riverstoneinitiative,RiverStone Initiative,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"We are at a point where the business is progressing but constrained by limited resources and suboptimal structures (e.g. team member skills, operational challenges, technology). We want to really address those things so we're well positioned for future growth and fundraising. Secondly, we have identified the need to improve in designing creative yet mutually beneficial partnerships that drive impact.",org_037,RiverStone Initiative
solarbridgetechnologies,SolarBridge Technologies,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,The above categories are challenging as we are growing and need to enter new markets and corporates can help us get sales to create the impact that we want to in the next 5 years. But expansion comes with legal challenges. I feel technology and AI can help but where do I start is a question.,org_038,SolarBridge Technologies
greenleafventures,GreenLeaf Ventures,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Not all are my biggest challenges but specifically - Impact, Fundraising, Market entry would be my areas of deeper interest whilst others are important and I would like the additional support",org_039,GreenLeaf Ventures
riverlightgroup,RiverLight Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Our biggest challenges relate to scaling sustainably while maintaining impact. As we expand into new geographies like India and Kenya, we need support with B2B sales to corporates and building government partnerships to unlock large-scale procurement and distribution. We're also seeking guidance on impact measurement to strengthen our case with donors and policymakers, and to integrate hygiene outcomes into our reporting. As a growing team, we need to build internal leadership capacity, navigate legal and regulatory frameworks across countries, and become more investment-ready to support manufacturing scale-up and entry into new markets. Each of these areas is essential for turning growing demand into sustainable, long-term impact.",org_040,RiverLight Group
pureflowinnovations,PureFlow Innovations,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,We have so much potential and market needs that we are unable to tap with the current model and partnerships considering fundraising and cashflow management in a volatile market. Though we have implemented state of the art controls in operations and tech but still we need to see the best practices and learn from it.,org_041,PureFlow Innovations
hydroharvestcollective,HydroHarvest Collective,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"We’re at a stage where we’ve proven traction but now need to scale sustainably. Our biggest challenges are refining the AI product so it truly serves women’s preventive health needs, and building the right systems to measure its impact. We’ve had great success with corporate and community screenings, but turning that into a repeatable, scalable model requires clearer go-to-market and partnership frameworks. Finally, as we prepare for regional expansion, we want to ensure our impact is both measurable and investable — backed by real data on health outcomes and behavior change.",org_042,HydroHarvest Collective
sunriseimpactgroup,SunRise Impact Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Currently several large business have approached us to buy and re-sell or fabricate our products. This is a whole new world for us that requieres negotiations, MOUs, contracts, etc. Navigating this world with more information regarding B2B sales with corporates, would be ideal. Our biggest clients are governments. We have established good relations with governments; however, there are many difficulties working with governments including having to fund projects, corruption, and reliance on government projects. Any insights on building partnerships with governments could be useful for our business. Currently we are launching a new line of products focused on industries, and we are working to create a larger market for these products and expand sales. For this and other product lines, information on market entry and expansion as well as impact measurement and reporting would be useful. We currently do have a method for impact measurement, but I am interest to see if this is aligned with other possible strategies. I am currently in the process of ensuring compliance, but I do not have knowledge in this field, and I have been relying on external consulting. I am very interested in learning as much as possible to ensure proper compliance with laws and regulations. Our company does not use advanced technological tools for many of our operations, communications, and organization. I know we good be much more efficient with the proper tools and knowledge of available technologies. If I had to pick four of the six I selected, I would prioritize B2B sales with Corporates, market entry and expansion, legal and regulatory navigation, and technology/ AI for business growth.",org_043,SunRise Impact Group
safepathtechnologies,SafePath Technologies,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Our greatest needs in B2B sales, market entry and expansion, and technology and AI growth reflect the stage of our growth and our ambitions to scale across Africa and globally. B2B Sales (Yola): We’ve validated strong product market fit for our affordable primary care and EAP solutions through successful pilots. Our next challenge is to build a scalable, repeatable B2B sales engine to drive adoption across more enterprises and SMEs. This requires stronger outbound capabilities, clearer sales processes and the right partnerships. Market Entry and Expansion (US and UK Supplements): Our women’s health supplement line has strong local traction, retailing in Clicks, Dis-Chem and major online platforms. Expanding internationally involves navigating regulatory requirements, logistics, local consumer insights and tailored go-to-market strategies. These are complex but essential steps to unlock new growth. Technology and AI Growth (Yola): Our platform is built to be simple and accessible on WhatsApp and mobile. To scale effectively, we need to deepen our technology and AI capabilities to automate care journeys, improve efficiency and deliver more personalised care. Building this infrastructure requires both capital and specialised talent.",org_044,SafePath Technologies
greentideinnovations,GreenTide Innovations,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"We are expanding our company reach to other region, meaning we need more people with replication and leadership capacity",org_045,GreenTide Innovations
newleafimpactgroup,NewLeaf Impact Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"1) We are facing difficulties in attracting investments for our socio-environmental projects, demonstrating the value of our structuring solution, and defining a competitive pricing strategy. 2) We are facing difficulties in balancing process optimization with customizing the project according to the specific characteristics of each community and region. 3) Due to the limited number of socio-environmental projects, it has been challenging to define our impact measurement methodology.",org_046,NewLeaf Impact Group
aqualiftafrica,AquaLift Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"We have two parts to our sales strategy- B2C and B2B. Whereas we have had support to improve our B2C strategy and it continues to grow well, our B2B model which accounts for up to 50% of our projected sales has not been as well developed. Additionally, we need support to raise further funding (grants and debt) to cover R&D costs as well as working capital. Use of technology/AI will enable us to be more efficient",org_047,AquaLift Africa
terraliftsolutions,TerraLift Solutions,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"1)While TerraLift Solutions has successfully raised early-stage capital and built a sustainable revenue-generating model, our biggest challenge now lies in accessing institutional growth-stage funding efficiently.We are at an inflection point — with proven scale (4.6M+ consultations, 10M+ lives impacted) and a clear path to profitability — yet institutional investors often remain hesitant toward digital health in emerging markets due to perceived risks, limited comparable exits, and complex regulatory environments.Additionally, aligning investors who appreciate both our social impact and commercial scalability requires extensive due diligence cycles, slowing growth momentum.Through the Aurelia Propel Program, we hope to bridge this gap by strengthening our investor readiness, building credible partnerships around preventive and digital health, and leveraging Aurelia’s ecosystem and visibility to attract catalytic capital that accelerates our regional expansion. 2)Preventive health requires more than access—it requires behaviour change. While TerraLift Solutions can deliver scalable digital access, Aurelia brings deep expertise in prevention, hygiene, and community behaviour transformation.The challenge is to co-design programs that blend our technological reach with Aurelia’s preventive-health knowledge—creating measurable, evidence-based outcomes while navigating operational realities, alignment of brand priorities, and funding mechanisms.",org_048,TerraLift Solutions
safehandshealthnetwork,SafeHands Health Network,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Our products sit at the intersection of R&D and social impact, which requires nuanced investor understanding and strong institutional partnerships. While we have proven demand and solid technology, we need support to: Connect with impact investors who appreciate deep-tech R&D timelines. Integrate into corporate and government supply chains, especially for humanitarian and public health programs. Navigate new markets through compliant entry models and efficient distribution strategies. These areas are critical to scaling our NF membrane-based solutions for desalination and rural water security.",org_049,SafeHands Health Network
novacarefoundation,NovaCare Foundation,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"As we scale nationally, NovaCare Foundation aims to strengthen strategic partnerships with government institutions to embed our model within Rwanda’s WASH and School Feeding programs. At the same time, we need to refine our fundraising and investment strategy to sustain our blended finance model (grants, carbon credits, and earned revenue). Strengthening impact measurement and reporting systems will also help us integrate social and carbon impact data, improving transparency, operational decision-making, and investor confidence as we expand to 2,500 water ATMs by 2027.",org_050,NovaCare Foundation
cleansourceafrica,CleanSource Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Challenges,Can you share more about why the above categories are your biggest challenges?,"Impact measurement & reporting: We need to deepen our frameworks to capture social, environmental and economic outcomes — e.g., number of manual-scavenging incidents averted, health outcomes of sanitation workers, cost savings from pipeline inspection robotics, water saved, households served — and establish clear dashboards for CSR donor commitments. Building partnerships with governments: While we have initial engagements (for example with municipal corporations), we need structured guidance and networks to scale into multiple states (e.g., Delhi, Telangana, Karnataka) and integrate with municipal sanitation programmes. B2B Sales with Corporates & Fundraising/Investment readiness: As we transition CleanSource Africa into a CSR-driven, B2B growth organisation, we seek support in articulating our value proposition to corporates (for CSR funding of deployments) and readiness for larger scale funding/investment (beyond project grants).",org_051,CleanSource Africa
brightpathsolutions,BrightPath Solutions,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,Market entry and Expansion,org_032,BrightPath Solutions
puresourceafrica,PureSource Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,"One specific challenge I’d like support on is how to apply technology and AI to drive business growth, for example, using AI to optimize marketing and customer engagement, strengthen impact storytelling, and improve operational efficiency.",org_033,PureSource Africa
hopewellinitiative,HopeWell Initiative,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,Getting ready for scale and building an agile business.,org_034,HopeWell Initiative
ecosproutenterprises,EcoSprout Enterprises,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,"We would like support in developing a robust framework for measuring both quantitative and qualitative impact across new geographies, particularly on hygiene and health outcomes linked to digital interventions.",org_035,EcoSprout Enterprises
rootedgoodenterprises,RootedGood Enterprises,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,I’d like support in strengthening our online e-commerce technology and integrating AI.,org_036,RootedGood Enterprises
riverstoneinitiative,RiverStone Initiative,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,How to improve management efficiency as a leader (of people and processes),org_037,RiverStone Initiative
solarbridgetechnologies,SolarBridge Technologies,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,Technology & AI for business growth,org_038,SolarBridge Technologies
greenleafventures,GreenLeaf Ventures,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,Market Entry and expansion,org_039,GreenLeaf Ventures
riverlightgroup,RiverLight Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,"We’re looking for support on navigating government procurement and public sector partnerships — especially how to build trust, structure agreements, and stay agile within often slow-moving systems. Insights from peers who’ve scaled through government contracts would be invaluable.",org_040,RiverLight Group
hydroharvestcollective,HydroHarvest Collective,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,"We’d love support in refining our go-to-market strategy and technical roadmap as we scale our AI-powered women’s health platform. Particularly interested in learning from peers who have built or commercialized digital health or impact-tech products across different regions and understand the balance between growth, sustainability, and social impact.",org_042,HydroHarvest Collective
sunriseimpactgroup,SunRise Impact Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,I would love to learn from other´s experiences with governments as to what could produce a long-lasting partnership with governments.,org_043,SunRise Impact Group
greentideinnovations,GreenTide Innovations,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,Team leadership growth,org_045,GreenTide Innovations
newleafimpactgroup,NewLeaf Impact Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,How to fundraise for socio-environmental impact projects that achieve scale.,org_046,NewLeaf Impact Group
aqualiftafrica,AquaLift Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,How to secure partnerships with local corporates.,org_047,AquaLift Africa
safehandshealthnetwork,SafeHands Health Network,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,"“We would like guidance on integrating behavior-change and user-adoption frameworks into our technology deployment model to ensure long-term sustainability. Additionally, we’d value advice on scaling B2B and government contracting processes to accelerate commercialization of our NF membrane systems globally.”",org_049,SafeHands Health Network
cleansourceafrica,CleanSource Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Needs,Please share one specific area or challenge you’d like support on from the community. ,"We would especially like to learn about scaling to new markets — both geographically and vertically (industrial wastewater, stormwater management, etc.). We’re seeking best practices for securing government tenders and corporate contracts across states, designing pricing and delivery frameworks for scale, and structuring governance and compliance for multi-site operations. Developing replicable deployment and impact models that integrate CSR, EPC partnerships, and direct government sales — ensuring consistent quality, data capture, and field operations across cities.",org_051,CleanSource Africa
brightpathsolutions,BrightPath Solutions,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"At the Embu-Guaçu Water Treatment Plant (Sabesp, São Paulo), our bio-stimulation technology was deployed upstream of the intake. By improving raw water quality, the plant was able to reduce chemical usage and maintain stable sludge production even as treated water flow increased by 64%. This demonstrated that bio-stimulation can cut operational costs, lower sludge volumes, and reduce environmental impact, while ensuring safe water for more than 120,000 people. Another impact story comes from the Córrego dos Tropeiros pilot (Minas Gerais), carried out with Ambev and Iveco. Our Ecoblocks helped improve water parameters such as nitrogen, phosphorus, COD, and BOD, with visible improvements in turbidity and color along the monitored stretch of the stream This strengthened local partnerships and showcased how corporate actors can engage in restoring water bodies.",org_032,BrightPath Solutions
puresourceafrica,PureSource Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"One impact story we are especially proud of comes from our work with women in Brazil through our Dona do Meu Fluxo initiative. Many of these women lacked safe menstrual products and adequate information. By providing them with menstrual cups, education workshops, and ongoing support, we not only ensured long-term access to dignified menstrual care but also helped girls stay in school with more confidence and fewer interruptions. To date, this program has donated over 10,000 menstrual cups and reached 5,000+ beneficiaries, transforming both individual lives and community conversations about menstruation.",org_033,PureSource Africa
hopewellinitiative,HopeWell Initiative,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"HopeWell Initiative recently launched SmartBank in Sierra Leone, a major step forward in our mission to improve access to safe, reliable healthcare across Africa.",org_034,HopeWell Initiative
ecosproutenterprises,EcoSprout Enterprises,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"Last quarter, we partnered with a rural district hospital in Eastern Uganda that lacked consistent maternal follow-up services. Within 3 months of implementing EcoSprout Enterprises Bridge AI: 1. 120 mothers received timely antenatal guidance in their local language through our platform. 2. 92% adherence to follow-up schedules improved, reducing missed appointments and high-risk pregnancy cases. 3. Health workers reported spending 30% less time on routine follow-ups, freeing them for critical care. One mother, Grace, shared how the AI reminders and educational prompts helped her identify early warning signs during pregnancy, allowing her to seek immediate care. Today, she delivered safely, and her newborn is thriving. She also noted that she had never seen an app speaking to her in local language that she clearly understood.",org_035,EcoSprout Enterprises
rootedgoodenterprises,RootedGood Enterprises,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"One impact story we’re especially proud of involves a recent RiverStone Initiative request for a newborn whose life depended on getting medication that wasn’t available locally. Our team sourced the drug through our network and delivered it the same day, preventing a critical delay in treatment. In another case, we organized an outreach for elderly patients in a remote community that had gone several months without access to their prescriptions. Many of them expressed deep gratitude and even prayed for our team. These stories reflect how our model goes beyond convenience, we’re closing real access gaps and saving lives across underserved areas.",org_036,RootedGood Enterprises
riverstoneinitiative,RiverStone Initiative,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"Testimonials on our ambulance service: I loved your service; you guys were fast, and it really helped. My first time using your service and I am impressed. The staff were polite and assisted in helping carry my brother to his bed...I know it would have been stressful for them, but you guys did anyways and for that I'm very grateful . (Osigwe Brenda) Testimonial on our first aid training: ERA training is what is important for everyone alive because of the valuable lessons it provides. The practical examples are so relatable that every participant can understand the lessons. The First Aid & CPR Training from ERA was quite insightful, useful and relevant. I am glad I got the opportunity to learn. The training was insightful and practical. However, it could be improved by including more hands-on simulations and real-life RiverStone Initiative scenarios to build confidence. (Ayoola Adejumo)",org_037,RiverStone Initiative
solarbridgetechnologies,SolarBridge Technologies,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"Recently we built largest water recyling system for 2700 apartments , which as provide clean water in toilets and for other purposes. saving almost 1.5 Mn liters of fresh water usage.",org_038,SolarBridge Technologies
greenleafventures,GreenLeaf Ventures,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"Our strategic community installations provide 2,000 litres of clean water per day, benefiting 100,000 daily users and collectively saving 3,650,000 litres of groundwater annually. This ensures inclusive, reliable access for all children and community members at the Sringeri Temple, the Besant Nagar Temple, schools, and community centers.",org_039,GreenLeaf Ventures
riverlightgroup,RiverLight Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"This year we opened our first Namavundu Launderette & Skilling Centre in Uganda — turning what began as a simple sketch into a community hub. Women who once spent hours handwashing clothes can now wash with dignity, save up to 75% of their time and 50% of their water, and even earn income operating the centre. It’s already becoming a safe space for skill-building and livelihoods.",org_040,RiverLight Group
pureflowinnovations,PureFlow Innovations,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,We have been able to save 200+ lives with our water management systems and solve the problems of thousands of people in Karachi that used to call tankers causing deaths.,org_041,PureFlow Innovations
hydroharvestcollective,HydroHarvest Collective,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"We partnered with a corporate to provide free breast and cervical cancer screenings for over 300 women across multiple factory sites. Many were being screened for the first time, and early abnormalities were detected, enabling timely follow-up care. Our female medical team also led wellness sessions on self-examination and mental health, creating a safe space for open conversation. The experience reinforced our mission to make preventive care accessible, trusted, and human-centered for every woman, regardless of where she works or lives.",org_042,HydroHarvest Collective
sunriseimpactgroup,SunRise Impact Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"Many schools in Mexico suffer from water scarcity and sometimes have to cancel classes when they do not have water for flushing toilets, hand washing, and cleaning. We recently reached 500,000 students using rainwater in their schools for basic hygiene needs.",org_043,SunRise Impact Group
safepathtechnologies,SafePath Technologies,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"A recent impact story we’re especially proud of is our pilot with TFG, one of South Africa’s largest employers of blue-collar retail staff. Through Yola, we provided frontline workers with easy access to primary healthcare and mental health support directly through their mobile phones. Many of these employees had previously faced long wait times, high costs, or no access to care at all. Within the first few weeks of the pilot, over half of the employees engaged with the platform, using services like doctor consultations, chronic medication support, and counselling. For many, this was their first time receiving timely, affordable, and dignified care without needing to take time off or travel long distances. It reinforced why we built Yola — to make healthcare truly accessible for the people who need it most. This pilot has become a blueprint for how we can partner with employers to improve health outcomes and productivity for underserved workers at scale.",org_044,SafePath Technologies
greentideinnovations,GreenTide Innovations,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"We are now expanding our services to support the local water-based economy. For example, our water installation in Raong has evolved into a pilot demonstration site for agriculture and a supply chain initiative serving the area’s tourism market. We believe water is not just a basic need, but a Propel for inclusive and resilient local economies. Through this approach, we aim to enhance community livelihoods and create long-term, sustainable impact.",org_045,GreenTide Innovations
newleafimpactgroup,NewLeaf Impact Group,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"We are currently implementing a socio-environmental impact project with a riverside community in the Amazon region, which encompasses all the stages outlined in our impact methodology. This is proof of concept (POC) with prospects for effective scaling and to become our flagship project for new clients.",org_046,NewLeaf Impact Group
aqualiftafrica,AquaLift Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,One customer who has been using our filter for over 5 years recently called for a replacement filter after the one they had was damaged. They said they couldn't go a day without their filter and wanted the replacement immediately.,org_047,AquaLift Africa
terraliftsolutions,TerraLift Solutions,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"One powerful story comes from the Reintegrating Female Doctors initiative. TerraLift Solutions enabled female doctors who had stepped away from practice due to familial or societal pressures to return to work via telemedicine. By 2023, over 7,500 doctors were in the network, 90% of them female, many working from home — effectively bridging the gap between talent and opportunity. During the devastating floods that struck Pakistan, our TerraLift Solutions team set up RiverStone Initiative digital health camps to serve families who had lost their homes, livelihoods, and access to care. Among the hundreds who came to one of our camps was a 9-year-old girl, her small feet painfully swollen and infected. When she sat down in front of our nurse, we discovered something heartbreaking — maggots had infested her wounds. Through our telemedicine platform, our frontline nurse immediately connected her with an online female doctor from our network. Using a digital dermascope, the doctor was able to visually assess the depth of the wound in real time, guiding the on-ground team through precise cleaning, medication, and dressing protocols. Over the next several days, we continued to monitor her progress remotely, ensuring that infection control, nutrition, and wound care were maintained. Slowly, her wounds began to heal — and so did her smile. For us, this moment captured the essence of TerraLift Solutions’s mission — combining compassion, technology, and access to deliver dignity and care even in the harshest conditions. Through digital tools, our doctors — many of them women working from their homes — could reach a child in crisis hundreds of miles away and help her walk pain-free again.",org_048,TerraLift Solutions
safehandshealthnetwork,SafeHands Health Network,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"During our pilot in Sindh, Pakistan, a woman named Khalida began selling clean water from our household filter to her community. Her income increased 3.5×, her working hours reduced by half, and she could finally afford to send her children to school — demonstrating how clean water access transforms both health and livelihoods.",org_049,SafeHands Health Network
novacarefoundation,NovaCare Foundation,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"One recent story we’re proud of is our expansion of NovaCare Foundation Tap & Drink to public schools under NovaCare Foundation Water Access Program. At one rural school, teachers reported fewer cases of stomach infections and absenteeism, and the school now serves as a demonstration site for nearby communities",org_050,NovaCare Foundation
cleansourceafrica,CleanSource Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,Please share a recent impact story from your business that you’re proud of (long answer) ,"One of our most impactful projects was with Orange City Water (OCW) in Nagpur, a joint initiative with Veolia under the JnNURM program to ensure 24×7 drinking water supply and reduce Non-Revenue Water (NRW) losses. CleanSource Africa conducted internal condition assessments using our robotic solutions — Endo 90, Endo 250, and Swasth AI — to inspect 45 km of aging pipelines (75 mm–400 mm). The systems detected 500+ defects, including illegal connections, leakages, blockages, and contamination points. Through real-time defect localization and GIS-based reporting, we reduced defect-resolution time from 8 hours to 1 hour, cut down the number of excavation digs from 5 to 2, and enabled OCW to act on actionable KPIs within 24 hours. This intervention significantly reduced water wastage, strengthened pipeline integrity, and helped Nagpur maintain continuous supply with minimal service disruption. The project demonstrated how robotic inspection and AI-driven asset management can directly support utilities, EPCs, and municipalities in achieving both operational excellence and sustainability impact — aligning economic efficiency with long-term social and environmental outcomes.",org_051,CleanSource Africa
brightpathsolutions,BrightPath Solutions,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)? ","Yes, please find below our latest awards: Winner of Global Tech Innovator – KPMG - Brasil 2025 Accelerator +100 Global AB INBEV - Belgica 2024 Top 5 - 100 Ranking Startups – Water and Sanitation – 2023/2024 100 Startups to Watch – (Pequenas Empresas/Grandes Negócios) - 2023 Winner Aceleradora 100+ LATAM - AMBEV - América Latina – 2023 Winner Aceleradora 100+ - AMBEV – 2023 – Brasil -2023 Winner of Mining Hub – Anglo American – 2022 Winner of SANEPAR Startups – 2022",org_032,BrightPath Solutions
puresourceafrica,PureSource Africa,AP4_2025_2026_Baseline_Survey.csv,2025-2026,Wins / Proud of,"Is there anything else you would like to share with us, anything you are proud of or excited about (such as new milestones, awards, project launches etc.)? ","We are proud that PureSource Africa has now been operating for over 10 years, preventing more than 220 million disposables from ending up in landfills and building a strong, trusted B Corp brand in Brazil. We were featured in Pequenas Empresas & Grandes Negócios, one of Brazil’s most respected business outlets, for our leadership in sustainable innovation. Looking ahead, we are excited to expand our work with governments and corporates, and to bring PureSource Africa’s model of sustainable menstrual care to even more people and communities.",org_033,PureSource Africa
